Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
1999,Illinois,Northwest,Lee,150.0,"Lee County, Illinois",17103,IL
1999,Illinois,East,Livingston,136.0,"Livingston County, Illinois",17105,IL
1999,Illinois,Central,Logan,158.0,"Logan County, Illinois",17107,IL
1999,Illinois,Central,Macon,169.0,"Macon County, Illinois",17115,IL
1999,Illinois,West Southwest,Macoupin,129.0,"Macoupin County, Illinois",17117,IL
1999,Illinois,West Southwest,Madison,120.0,"Madison County, Illinois",17119,IL
1999,Illinois,East Southeast,Marion,118.0,"Marion County, Illinois",17121,IL
1999,Illinois,Central,Marshall,148.0,"Marshall County, Illinois",17123,IL
1999,Illinois,West,Mcdonough,157.0,"Mcdonough County, Illinois",17109,IL
1999,Illinois,Central,Mclean,161.0,"Mclean County, Illinois",17113,IL
1999,Illinois,Northwest,Mercer,151.0,"Mercer County, Illinois",17131,IL
1999,Illinois,Southwest,Monroe,111.0,"Monroe County, Illinois",17133,IL
1999,Illinois,West Southwest,Montgomery,112.0,"Montgomery County, Illinois",17135,IL
1999,Illinois,West Southwest,Morgan,147.0,"Morgan County, Illinois",17137,IL
1999,Illinois,East Southeast,Moultrie,144.0,"Moultrie County, Illinois",17139,IL
1999,Illinois,Northwest,Ogle,159.0,"Ogle County, Illinois",17141,IL
1999,Illinois,Central,Peoria,160.0,"Peoria County, Illinois",17143,IL
1999,Illinois,East,Piatt,170.0,"Piatt County, Illinois",17147,IL
1999,Illinois,West Southwest,Sangamon,145.0,"Sangamon County, Illinois",17167,IL
1999,Illinois,West,Schuyler,133.0,"Schuyler County, Illinois",17169,IL
1999,Illinois,East Southeast,Shelby,123.0,"Shelby County, Illinois",17173,IL
1999,Illinois,Southwest,St Clair,122.0,"St Clair County, Illinois",17163,IL
1999,Illinois,Central,Stark,153.0,"Stark County, Illinois",17175,IL
1999,Illinois,Northwest,Stephenson,154.0,"Stephenson County, Illinois",17177,IL
1999,Illinois,Central,Tazewell,159.0,"Tazewell County, Illinois",17179,IL
1999,Illinois,West,Warren,162.0,"Warren County, Illinois",17187,IL
1999,Illinois,Southwest,Washington,110.0,"Washington County, Illinois",17189,IL
1999,Illinois,Southeast,White,118.0,"White County, Illinois",17193,IL
1999,Illinois,Northwest,Whiteside,145.0,"Whiteside County, Illinois",17195,IL
1999,Illinois,Southwest,Williamson,74.0,"Williamson County, Illinois",17199,IL
1999,Illinois,Northwest,Winnebago,155.0,"Winnebago County, Illinois",17201,IL
1999,Illinois,Central,Woodford,147.0,"Woodford County, Illinois",17203,IL
1998,Illinois,West,Adams,131.0,"Adams County, Illinois",17001,IL
1998,Illinois,Northwest,Bureau,161.0,"Bureau County, Illinois",17011,IL
1998,Illinois,Northwest,Carroll,159.0,"Carroll County, Illinois",17015,IL
1998,Illinois,West Southwest,Cass,144.0,"Cass County, Illinois",17017,IL
1998,Illinois,East,Champaign,140.0,"Champaign County, Illinois",17019,IL
1998,Illinois,West Southwest,Christian,148.0,"Christian County, Illinois",17021,IL
1998,Illinois,Southwest,Clinton,118.0,"Clinton County, Illinois",17027,IL
1998,Illinois,Northeast,De Kalb,172.0,"De Kalb County, Illinois",17037,IL
1998,Illinois,East Southeast,Douglas,123.0,"Douglas County, Illinois",17041,IL
1998,Illinois,East Southeast,Effingham,134.0,"Effingham County, Illinois",17049,IL
1998,Illinois,East,Ford,130.0,"Ford County, Illinois",17053,IL
1998,Illinois,Southeast,Franklin,88.0,"Franklin County, Illinois",17055,IL
1998,Illinois,West,Fulton,138.0,"Fulton County, Illinois",17057,IL
1998,Illinois,Southeast,Gallatin,112.0,"Gallatin County, Illinois",17059,IL
1998,Illinois,West Southwest,Greene,129.0,"Greene County, Illinois",17061,IL
1998,Illinois,Northeast,Grundy,147.0,"Grundy County, Illinois",17063,IL
1998,Illinois,West,Henderson,145.0,"Henderson County, Illinois",17071,IL
1998,Illinois,Northwest,Henry,156.0,"Henry County, Illinois",17073,IL
1998,Illinois,East,Iroquois,137.0,"Iroquois County, Illinois",17075,IL
1998,Illinois,East Southeast,Jasper,122.0,"Jasper County, Illinois",17079,IL
1998,Illinois,Northwest,Jo Daviess,158.0,"Jo Daviess County, Illinois",17085,IL
1998,Illinois,Northeast,Kane,170.0,"Kane County, Illinois",17089,IL
1998,Illinois,West,Knox,154.0,"Knox County, Illinois",17095,IL
1998,Illinois,Northeast,La Salle,149.0,"La Salle County, Illinois",17099,IL
1998,Illinois,Northwest,Lee,168.0,"Lee County, Illinois",17103,IL
1998,Illinois,East,Livingston,132.0,"Livingston County, Illinois",17105,IL
1998,Illinois,Central,Logan,149.0,"Logan County, Illinois",17107,IL
1998,Illinois,Central,Macon,150.0,"Macon County, Illinois",17115,IL
1998,Illinois,West Southwest,Macoupin,137.0,"Macoupin County, Illinois",17117,IL
1998,Illinois,West Southwest,Madison,127.0,"Madison County, Illinois",17119,IL
1998,Illinois,East Southeast,Marion,110.0,"Marion County, Illinois",17121,IL
1998,Illinois,Central,Marshall,155.0,"Marshall County, Illinois",17123,IL
1998,Illinois,West,Mcdonough,150.0,"Mcdonough County, Illinois",17109,IL
1998,Illinois,Central,Mclean,149.0,"Mclean County, Illinois",17113,IL
1998,Illinois,Northwest,Mercer,142.0,"Mercer County, Illinois",17131,IL
1998,Illinois,Southwest,Monroe,114.0,"Monroe County, Illinois",17133,IL
1998,Illinois,West Southwest,Montgomery,144.0,"Montgomery County, Illinois",17135,IL
1998,Illinois,West Southwest,Morgan,145.0,"Morgan County, Illinois",17137,IL
1998,Illinois,East Southeast,Moultrie,149.0,"Moultrie County, Illinois",17139,IL
1998,Illinois,Northwest,Ogle,159.0,"Ogle County, Illinois",17141,IL
1998,Illinois,Central,Peoria,149.0,"Peoria County, Illinois",17143,IL
1998,Illinois,East,Piatt,143.0,"Piatt County, Illinois",17147,IL
1998,Illinois,West Southwest,Sangamon,151.0,"Sangamon County, Illinois",17167,IL
1998,Illinois,West,Schuyler,144.0,"Schuyler County, Illinois",17169,IL
1998,Illinois,East Southeast,Shelby,141.0,"Shelby County, Illinois",17173,IL
1998,Illinois,Southwest,St Clair,129.0,"St Clair County, Illinois",17163,IL
1998,Illinois,Central,Stark,159.0,"Stark County, Illinois",17175,IL
1998,Illinois,Northwest,Stephenson,158.0,"Stephenson County, Illinois",17177,IL
1998,Illinois,Central,Tazewell,142.0,"Tazewell County, Illinois",17179,IL
1998,Illinois,West,Warren,150.0,"Warren County, Illinois",17187,IL
1998,Illinois,Southwest,Washington,121.0,"Washington County, Illinois",17189,IL
1998,Illinois,Southeast,White,109.0,"White County, Illinois",17193,IL
1998,Illinois,Northwest,Whiteside,152.0,"Whiteside County, Illinois",17195,IL
1998,Illinois,Southwest,Williamson,87.0,"Williamson County, Illinois",17199,IL
1998,Illinois,Northwest,Winnebago,149.0,"Winnebago County, Illinois",17201,IL
1998,Illinois,Central,Woodford,156.0,"Woodford County, Illinois",17203,IL
1997,Illinois,West,Adams,133.0,"Adams County, Illinois",17001,IL
1997,Illinois,Northwest,Bureau,130.0,"Bureau County, Illinois",17011,IL
1997,Illinois,Northwest,Carroll,137.0,"Carroll County, Illinois",17015,IL
1997,Illinois,West Southwest,Cass,123.0,"Cass County, Illinois",17017,IL
1997,Illinois,East,Champaign,140.0,"Champaign County, Illinois",17019,IL
1997,Illinois,West Southwest,Christian,148.0,"Christian County, Illinois",17021,IL
1997,Illinois,Southwest,Clinton,96.0,"Clinton County, Illinois",17027,IL
1997,Illinois,Northeast,De Kalb,142.0,"De Kalb County, Illinois",17037,IL
1997,Illinois,East Southeast,Douglas,130.0,"Douglas County, Illinois",17041,IL
1997,Illinois,East Southeast,Effingham,104.0,"Effingham County, Illinois",17049,IL
1997,Illinois,East,Ford,136.0,"Ford County, Illinois",17053,IL
1997,Illinois,Southeast,Franklin,81.0,"Franklin County, Illinois",17055,IL
1997,Illinois,West,Fulton,126.0,"Fulton County, Illinois",17057,IL
1997,Illinois,Southeast,Gallatin,115.0,"Gallatin County, Illinois",17059,IL
1997,Illinois,West Southwest,Greene,130.0,"Greene County, Illinois",17061,IL
1997,Illinois,Northeast,Grundy,127.0,"Grundy County, Illinois",17063,IL
1997,Illinois,West,Henderson,136.0,"Henderson County, Illinois",17071,IL
1997,Illinois,Northwest,Henry,123.0,"Henry County, Illinois",17073,IL
1997,Illinois,East,Iroquois,137.0,"Iroquois County, Illinois",17075,IL
1997,Illinois,East Southeast,Jasper,117.0,"Jasper County, Illinois",17079,IL
1997,Illinois,Northwest,Jo Daviess,134.0,"Jo Daviess County, Illinois",17085,IL
1997,Illinois,Northeast,Kane,144.0,"Kane County, Illinois",17089,IL
1997,Illinois,West,Knox,145.0,"Knox County, Illinois",17095,IL
1997,Illinois,Northeast,La Salle,131.0,"La Salle County, Illinois",17099,IL
1997,Illinois,Northwest,Lee,126.0,"Lee County, Illinois",17103,IL
1997,Illinois,East,Livingston,122.0,"Livingston County, Illinois",17105,IL
1997,Illinois,Central,Logan,137.0,"Logan County, Illinois",17107,IL
1997,Illinois,Central,Macon,155.0,"Macon County, Illinois",17115,IL
1997,Illinois,West Southwest,Macoupin,128.0,"Macoupin County, Illinois",17117,IL
1997,Illinois,West Southwest,Madison,128.0,"Madison County, Illinois",17119,IL
1997,Illinois,East Southeast,Marion,99.0,"Marion County, Illinois",17121,IL
1997,Illinois,Central,Marshall,140.0,"Marshall County, Illinois",17123,IL
1997,Illinois,West,Mcdonough,138.0,"Mcdonough County, Illinois",17109,IL
1997,Illinois,Central,Mclean,143.0,"Mclean County, Illinois",17113,IL
1997,Illinois,Northwest,Mercer,125.0,"Mercer County, Illinois",17131,IL
1997,Illinois,Southwest,Monroe,104.0,"Monroe County, Illinois",17133,IL
1997,Illinois,West Southwest,Montgomery,130.0,"Montgomery County, Illinois",17135,IL
1997,Illinois,West Southwest,Morgan,132.0,"Morgan County, Illinois",17137,IL
1997,Illinois,East Southeast,Moultrie,141.0,"Moultrie County, Illinois",17139,IL
1997,Illinois,Northwest,Ogle,138.0,"Ogle County, Illinois",17141,IL
1997,Illinois,Central,Peoria,138.0,"Peoria County, Illinois",17143,IL
1997,Illinois,East,Piatt,147.0,"Piatt County, Illinois",17147,IL
1997,Illinois,West Southwest,Sangamon,143.0,"Sangamon County, Illinois",17167,IL
1997,Illinois,West,Schuyler,122.0,"Schuyler County, Illinois",17169,IL
1997,Illinois,East Southeast,Shelby,129.0,"Shelby County, Illinois",17173,IL
1997,Illinois,Southwest,St Clair,124.0,"St Clair County, Illinois",17163,IL
1997,Illinois,Central,Stark,145.0,"Stark County, Illinois",17175,IL
1997,Illinois,Northwest,Stephenson,134.0,"Stephenson County, Illinois",17177,IL
1997,Illinois,Central,Tazewell,130.0,"Tazewell County, Illinois",17179,IL
1997,Illinois,West,Warren,141.0,"Warren County, Illinois",17187,IL
1997,Illinois,Southwest,Washington,96.0,"Washington County, Illinois",17189,IL
1997,Illinois,Southeast,White,100.0,"White County, Illinois",17193,IL
1997,Illinois,Northwest,Whiteside,135.0,"Whiteside County, Illinois",17195,IL
1997,Illinois,Southwest,Williamson,87.0,"Williamson County, Illinois",17199,IL
1997,Illinois,Northwest,Winnebago,136.0,"Winnebago County, Illinois",17201,IL
1997,Illinois,Central,Woodford,138.0,"Woodford County, Illinois",17203,IL
1996,Illinois,West,Adams,139.0,"Adams County, Illinois",17001,IL
1996,Illinois,Northwest,Bureau,149.0,"Bureau County, Illinois",17011,IL
1996,Illinois,Northwest,Carroll,145.0,"Carroll County, Illinois",17015,IL
1996,Illinois,West Southwest,Cass,139.0,"Cass County, Illinois",17017,IL
1996,Illinois,East,Champaign,147.0,"Champaign County, Illinois",17019,IL
1996,Illinois,West Southwest,Christian,150.0,"Christian County, Illinois",17021,IL
1996,Illinois,Southwest,Clinton,97.0,"Clinton County, Illinois",17027,IL
1996,Illinois,Northeast,De Kalb,138.0,"De Kalb County, Illinois",17037,IL
1996,Illinois,East Southeast,Douglas,131.0,"Douglas County, Illinois",17041,IL
1996,Illinois,East Southeast,Effingham,102.0,"Effingham County, Illinois",17049,IL
1996,Illinois,East,Ford,138.0,"Ford County, Illinois",17053,IL
1996,Illinois,Southeast,Franklin,99.0,"Franklin County, Illinois",17055,IL
1996,Illinois,West,Fulton,140.0,"Fulton County, Illinois",17057,IL
1996,Illinois,Southeast,Gallatin,132.0,"Gallatin County, Illinois",17059,IL
1996,Illinois,West Southwest,Greene,144.0,"Greene County, Illinois",17061,IL
1996,Illinois,Northeast,Grundy,132.0,"Grundy County, Illinois",17063,IL
1996,Illinois,West,Henderson,153.0,"Henderson County, Illinois",17071,IL
1996,Illinois,Northwest,Henry,139.0,"Henry County, Illinois",17073,IL
1996,Illinois,East,Iroquois,137.0,"Iroquois County, Illinois",17075,IL
1996,Illinois,East Southeast,Jasper,101.0,"Jasper County, Illinois",17079,IL
1996,Illinois,Northwest,Jo Daviess,133.0,"Jo Daviess County, Illinois",17085,IL
1996,Illinois,Northeast,Kane,139.0,"Kane County, Illinois",17089,IL
1996,Illinois,West,Knox,145.0,"Knox County, Illinois",17095,IL
1996,Illinois,Northeast,La Salle,142.0,"La Salle County, Illinois",17099,IL
1996,Illinois,Northwest,Lee,146.0,"Lee County, Illinois",17103,IL
1996,Illinois,East,Livingston,146.0,"Livingston County, Illinois",17105,IL
1996,Illinois,Central,Logan,168.0,"Logan County, Illinois",17107,IL
1996,Illinois,Central,Macon,158.0,"Macon County, Illinois",17115,IL
1996,Illinois,West Southwest,Macoupin,144.0,"Macoupin County, Illinois",17117,IL
1996,Illinois,West Southwest,Madison,134.0,"Madison County, Illinois",17119,IL
1996,Illinois,East Southeast,Marion,79.0,"Marion County, Illinois",17121,IL
1996,Illinois,Central,Marshall,146.0,"Marshall County, Illinois",17123,IL
1996,Illinois,West,Mcdonough,155.0,"Mcdonough County, Illinois",17109,IL
1996,Illinois,Central,Mclean,159.0,"Mclean County, Illinois",17113,IL
1996,Illinois,Northwest,Mercer,137.0,"Mercer County, Illinois",17131,IL
1996,Illinois,Southwest,Monroe,114.0,"Monroe County, Illinois",17133,IL
1996,Illinois,West Southwest,Montgomery,144.0,"Montgomery County, Illinois",17135,IL
1996,Illinois,West Southwest,Morgan,150.0,"Morgan County, Illinois",17137,IL
1996,Illinois,East Southeast,Moultrie,141.0,"Moultrie County, Illinois",17139,IL
1996,Illinois,Northwest,Ogle,133.0,"Ogle County, Illinois",17141,IL
1996,Illinois,Central,Peoria,147.0,"Peoria County, Illinois",17143,IL
1996,Illinois,East,Piatt,156.0,"Piatt County, Illinois",17147,IL
1996,Illinois,West Southwest,Sangamon,160.0,"Sangamon County, Illinois",17167,IL
1996,Illinois,West,Schuyler,129.0,"Schuyler County, Illinois",17169,IL
1996,Illinois,East Southeast,Shelby,110.0,"Shelby County, Illinois",17173,IL
1996,Illinois,Southwest,St Clair,133.0,"St Clair County, Illinois",17163,IL
1996,Illinois,Central,Stark,153.0,"Stark County, Illinois",17175,IL
1996,Illinois,Northwest,Stephenson,128.0,"Stephenson County, Illinois",17177,IL
1996,Illinois,Central,Tazewell,153.0,"Tazewell County, Illinois",17179,IL
1996,Illinois,West,Warren,151.0,"Warren County, Illinois",17187,IL
1996,Illinois,Southwest,Washington,101.0,"Washington County, Illinois",17189,IL
1996,Illinois,Southeast,White,128.0,"White County, Illinois",17193,IL
1996,Illinois,Northwest,Whiteside,141.0,"Whiteside County, Illinois",17195,IL
1996,Illinois,Southwest,Williamson,97.0,"Williamson County, Illinois",17199,IL
1996,Illinois,Northwest,Winnebago,126.0,"Winnebago County, Illinois",17201,IL
1996,Illinois,Central,Woodford,159.0,"Woodford County, Illinois",17203,IL
1995,Illinois,West,Adams,113.0,"Adams County, Illinois",17001,IL
1995,Illinois,Northwest,Bureau,126.0,"Bureau County, Illinois",17011,IL
1995,Illinois,Northwest,Carroll,122.0,"Carroll County, Illinois",17015,IL
1995,Illinois,West Southwest,Cass,118.0,"Cass County, Illinois",17017,IL
1995,Illinois,East,Champaign,102.0,"Champaign County, Illinois",17019,IL
1995,Illinois,West Southwest,Christian,127.0,"Christian County, Illinois",17021,IL
1995,Illinois,Southwest,Clinton,104.0,"Clinton County, Illinois",17027,IL
1995,Illinois,Northeast,De Kalb,127.0,"De Kalb County, Illinois",17037,IL
1995,Illinois,East Southeast,Douglas,117.0,"Douglas County, Illinois",17041,IL
1995,Illinois,East Southeast,Effingham,115.0,"Effingham County, Illinois",17049,IL
1995,Illinois,East,Ford,101.0,"Ford County, Illinois",17053,IL
1995,Illinois,Southeast,Franklin,65.0,"Franklin County, Illinois",17055,IL
1995,Illinois,West,Fulton,107.0,"Fulton County, Illinois",17057,IL
1995,Illinois,Southeast,Gallatin,96.0,"Gallatin County, Illinois",17059,IL
1995,Illinois,West Southwest,Greene,118.0,"Greene County, Illinois",17061,IL
1995,Illinois,Northeast,Grundy,114.0,"Grundy County, Illinois",17063,IL
1995,Illinois,West,Henderson,117.0,"Henderson County, Illinois",17071,IL
1995,Illinois,Northwest,Henry,124.0,"Henry County, Illinois",17073,IL
1995,Illinois,East,Iroquois,100.0,"Iroquois County, Illinois",17075,IL
1995,Illinois,East Southeast,Jasper,109.0,"Jasper County, Illinois",17079,IL
1995,Illinois,Northwest,Jo Daviess,119.0,"Jo Daviess County, Illinois",17085,IL
1995,Illinois,Northeast,Kane,126.0,"Kane County, Illinois",17089,IL
1995,Illinois,West,Knox,116.0,"Knox County, Illinois",17095,IL
1995,Illinois,Northeast,La Salle,115.0,"La Salle County, Illinois",17099,IL
1995,Illinois,Northwest,Lee,124.0,"Lee County, Illinois",17103,IL
1995,Illinois,East,Livingston,111.0,"Livingston County, Illinois",17105,IL
1995,Illinois,Central,Logan,118.0,"Logan County, Illinois",17107,IL
1995,Illinois,Central,Macon,133.0,"Macon County, Illinois",17115,IL
1995,Illinois,West Southwest,Macoupin,121.0,"Macoupin County, Illinois",17117,IL
1995,Illinois,West Southwest,Madison,105.0,"Madison County, Illinois",17119,IL
1995,Illinois,East Southeast,Marion,92.0,"Marion County, Illinois",17121,IL
1995,Illinois,Central,Marshall,115.0,"Marshall County, Illinois",17123,IL
1995,Illinois,West,Mcdonough,117.0,"Mcdonough County, Illinois",17109,IL
1995,Illinois,Central,Mclean,119.0,"Mclean County, Illinois",17113,IL
1995,Illinois,Northwest,Mercer,122.0,"Mercer County, Illinois",17131,IL
1995,Illinois,Southwest,Monroe,91.0,"Monroe County, Illinois",17133,IL
1995,Illinois,West Southwest,Montgomery,114.0,"Montgomery County, Illinois",17135,IL
1995,Illinois,West Southwest,Morgan,128.0,"Morgan County, Illinois",17137,IL
1995,Illinois,East Southeast,Moultrie,129.0,"Moultrie County, Illinois",17139,IL
1995,Illinois,Northwest,Ogle,120.0,"Ogle County, Illinois",17141,IL
1995,Illinois,Central,Peoria,114.0,"Peoria County, Illinois",17143,IL
1995,Illinois,East,Piatt,114.0,"Piatt County, Illinois",17147,IL
1995,Illinois,West Southwest,Sangamon,129.0,"Sangamon County, Illinois",17167,IL
1995,Illinois,West,Schuyler,109.0,"Schuyler County, Illinois",17169,IL
1995,Illinois,East Southeast,Shelby,116.0,"Shelby County, Illinois",17173,IL
1995,Illinois,Southwest,St Clair,91.0,"St Clair County, Illinois",17163,IL
1995,Illinois,Central,Stark,124.0,"Stark County, Illinois",17175,IL
1995,Illinois,Northwest,Stephenson,114.0,"Stephenson County, Illinois",17177,IL
1995,Illinois,Central,Tazewell,115.0,"Tazewell County, Illinois",17179,IL
1995,Illinois,West,Warren,120.0,"Warren County, Illinois",17187,IL
1995,Illinois,Southwest,Washington,86.0,"Washington County, Illinois",17189,IL
1995,Illinois,Southeast,White,95.0,"White County, Illinois",17193,IL
1995,Illinois,Northwest,Whiteside,122.0,"Whiteside County, Illinois",17195,IL
1995,Illinois,Southwest,Williamson,64.0,"Williamson County, Illinois",17199,IL
1995,Illinois,Northwest,Winnebago,120.0,"Winnebago County, Illinois",17201,IL
