Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
1997,Maryland,North Central,Frederick,64.7,"Frederick County, Maryland",24021,MD
1997,Maryland,Lower Eastern Shore,Somerset,73.0,"Somerset County, Maryland",24039,MD
1996,Maryland,Upper Eastern Shore,Caroline,48.6,"Caroline County, Maryland",24011,MD
1996,Maryland,North Central,Frederick,40.1,"Frederick County, Maryland",24021,MD
1996,Maryland,Lower Eastern Shore,Somerset,55.9,"Somerset County, Maryland",24039,MD
1995,Maryland,Upper Eastern Shore,Caroline,64.0,"Caroline County, Maryland",24011,MD
1995,Maryland,North Central,Frederick,60.8,"Frederick County, Maryland",24021,MD
1995,Maryland,Lower Eastern Shore,Somerset,67.0,"Somerset County, Maryland",24039,MD
1994,Maryland,Upper Eastern Shore,Caroline,49.5,"Caroline County, Maryland",24011,MD
1994,Maryland,North Central,Frederick,53.8,"Frederick County, Maryland",24021,MD
1994,Maryland,Lower Eastern Shore,Somerset,51.6,"Somerset County, Maryland",24039,MD
1993,Maryland,Upper Eastern Shore,Caroline,46.9,"Caroline County, Maryland",24011,MD
1993,Maryland,North Central,Frederick,49.3,"Frederick County, Maryland",24021,MD
1993,Maryland,Lower Eastern Shore,Somerset,54.0,"Somerset County, Maryland",24039,MD
1992,Maryland,Upper Eastern Shore,Caroline,58.0,"Caroline County, Maryland",24011,MD
1992,Maryland,North Central,Frederick,56.0,"Frederick County, Maryland",24021,MD
1992,Maryland,Lower Eastern Shore,Somerset,58.0,"Somerset County, Maryland",24039,MD
1991,Maryland,Upper Eastern Shore,Caroline,50.0,"Caroline County, Maryland",24011,MD
1991,Maryland,North Central,Frederick,41.0,"Frederick County, Maryland",24021,MD
1991,Maryland,Lower Eastern Shore,Somerset,54.0,"Somerset County, Maryland",24039,MD
2020,Michigan,East Central,Arenac,72.0,"Arenac County, Michigan",26011,MI
2020,Michigan,East Central,Bay,80.2,"Bay County, Michigan",26017,MI
2020,Michigan,South Central,Calhoun,56.8,"Calhoun County, Michigan",26025,MI
2020,Michigan,South Central,Clinton,73.9,"Clinton County, Michigan",26037,MI
2020,Michigan,South Central,Eaton,66.8,"Eaton County, Michigan",26045,MI
2020,Michigan,Southeast,Genesee,68.0,"Genesee County, Michigan",26049,MI
2020,Michigan,Central,Gratiot,64.1,"Gratiot County, Michigan",26057,MI
2020,Michigan,South Central,Hillsdale,68.1,"Hillsdale County, Michigan",26059,MI
2020,Michigan,East Central,Huron,94.7,"Huron County, Michigan",26063,MI
2020,Michigan,South Central,Ingham,70.8,"Ingham County, Michigan",26065,MI
2020,Michigan,South Central,Ionia,74.1,"Ionia County, Michigan",26067,MI
2020,Michigan,Central,Isabella,71.0,"Isabella County, Michigan",26073,MI
2020,Michigan,South Central,Jackson,64.9,"Jackson County, Michigan",26075,MI
2020,Michigan,Southwest,Kent,51.2,"Kent County, Michigan",26081,MI
2020,Michigan,Southeast,Lapeer,71.1,"Lapeer County, Michigan",26087,MI
2020,Michigan,Southeast,Lenawee,71.2,"Lenawee County, Michigan",26091,MI
2020,Michigan,Southeast,Livingston,67.5,"Livingston County, Michigan",26093,MI
2020,Michigan,Southeast,Macomb,73.7,"Macomb County, Michigan",26099,MI
2020,Michigan,West Central,Mason,54.8,"Mason County, Michigan",26105,MI
2020,Michigan,Southeast,Monroe,71.5,"Monroe County, Michigan",26115,MI
2020,Michigan,East Central,Saginaw,74.9,"Saginaw County, Michigan",26145,MI
2020,Michigan,East Central,Sanilac,91.1,"Sanilac County, Michigan",26151,MI
2020,Michigan,South Central,Shiawassee,74.9,"Shiawassee County, Michigan",26155,MI
2020,Michigan,Southeast,St Clair,72.9,"St Clair County, Michigan",26147,MI
2020,Michigan,East Central,Tuscola,85.5,"Tuscola County, Michigan",26157,MI
2020,Michigan,Southeast,Washtenaw,65.7,"Washtenaw County, Michigan",26161,MI
2019,Michigan,East Central,Arenac,70.0,"Arenac County, Michigan",26011,MI
2019,Michigan,East Central,Bay,79.0,"Bay County, Michigan",26017,MI
2019,Michigan,South Central,Calhoun,63.5,"Calhoun County, Michigan",26025,MI
2019,Michigan,South Central,Clinton,69.4,"Clinton County, Michigan",26037,MI
2019,Michigan,South Central,Eaton,59.3,"Eaton County, Michigan",26045,MI
2019,Michigan,Southeast,Genesee,59.8,"Genesee County, Michigan",26049,MI
2019,Michigan,Central,Gratiot,70.7,"Gratiot County, Michigan",26057,MI
2019,Michigan,South Central,Hillsdale,58.6,"Hillsdale County, Michigan",26059,MI
2019,Michigan,East Central,Huron,88.9,"Huron County, Michigan",26063,MI
2019,Michigan,South Central,Ingham,72.1,"Ingham County, Michigan",26065,MI
2019,Michigan,South Central,Ionia,71.8,"Ionia County, Michigan",26067,MI
2019,Michigan,Central,Isabella,70.3,"Isabella County, Michigan",26073,MI
2019,Michigan,South Central,Jackson,64.5,"Jackson County, Michigan",26075,MI
2019,Michigan,Southwest,Kent,61.9,"Kent County, Michigan",26081,MI
2019,Michigan,Southeast,Lapeer,56.3,"Lapeer County, Michigan",26087,MI
2019,Michigan,Southeast,Lenawee,65.2,"Lenawee County, Michigan",26091,MI
2019,Michigan,Southeast,Livingston,58.1,"Livingston County, Michigan",26093,MI
2019,Michigan,Southeast,Macomb,71.6,"Macomb County, Michigan",26099,MI
2019,Michigan,West Central,Mason,59.7,"Mason County, Michigan",26105,MI
2019,Michigan,Southeast,Monroe,62.2,"Monroe County, Michigan",26115,MI
2019,Michigan,East Central,Saginaw,76.5,"Saginaw County, Michigan",26145,MI
2019,Michigan,East Central,Sanilac,77.2,"Sanilac County, Michigan",26151,MI
2019,Michigan,South Central,Shiawassee,69.1,"Shiawassee County, Michigan",26155,MI
2019,Michigan,Southeast,St Clair,66.2,"St Clair County, Michigan",26147,MI
2019,Michigan,East Central,Tuscola,81.4,"Tuscola County, Michigan",26157,MI
2019,Michigan,Southeast,Washtenaw,64.3,"Washtenaw County, Michigan",26161,MI
2018,Michigan,East Central,Arenac,66.0,"Arenac County, Michigan",26011,MI
2018,Michigan,East Central,Bay,85.0,"Bay County, Michigan",26017,MI
2018,Michigan,South Central,Calhoun,60.0,"Calhoun County, Michigan",26025,MI
2018,Michigan,South Central,Clinton,83.0,"Clinton County, Michigan",26037,MI
2018,Michigan,South Central,Eaton,68.0,"Eaton County, Michigan",26045,MI
2018,Michigan,Southeast,Genesee,79.1,"Genesee County, Michigan",26049,MI
2018,Michigan,Central,Gratiot,86.0,"Gratiot County, Michigan",26057,MI
2018,Michigan,South Central,Hillsdale,70.0,"Hillsdale County, Michigan",26059,MI
2018,Michigan,East Central,Huron,83.1,"Huron County, Michigan",26063,MI
2018,Michigan,South Central,Ingham,75.5,"Ingham County, Michigan",26065,MI
2018,Michigan,South Central,Ionia,86.0,"Ionia County, Michigan",26067,MI
2018,Michigan,Central,Isabella,71.0,"Isabella County, Michigan",26073,MI
2018,Michigan,South Central,Jackson,70.0,"Jackson County, Michigan",26075,MI
2018,Michigan,Southwest,Kent,68.1,"Kent County, Michigan",26081,MI
2018,Michigan,Southeast,Lapeer,69.1,"Lapeer County, Michigan",26087,MI
2018,Michigan,Southeast,Lenawee,80.0,"Lenawee County, Michigan",26091,MI
2018,Michigan,Southeast,Livingston,80.0,"Livingston County, Michigan",26093,MI
2018,Michigan,Southeast,Macomb,75.3,"Macomb County, Michigan",26099,MI
2018,Michigan,West Central,Mason,66.0,"Mason County, Michigan",26105,MI
2018,Michigan,Southeast,Monroe,73.0,"Monroe County, Michigan",26115,MI
2018,Michigan,East Central,Saginaw,80.0,"Saginaw County, Michigan",26145,MI
2018,Michigan,East Central,Sanilac,83.1,"Sanilac County, Michigan",26151,MI
2018,Michigan,South Central,Shiawassee,76.0,"Shiawassee County, Michigan",26155,MI
2018,Michigan,Southeast,St Clair,87.1,"St Clair County, Michigan",26147,MI
2018,Michigan,East Central,Tuscola,78.0,"Tuscola County, Michigan",26157,MI
2018,Michigan,Southeast,Washtenaw,73.0,"Washtenaw County, Michigan",26161,MI
2017,Michigan,East Central,Arenac,70.0,"Arenac County, Michigan",26011,MI
2017,Michigan,East Central,Bay,79.6,"Bay County, Michigan",26017,MI
2017,Michigan,South Central,Calhoun,73.8,"Calhoun County, Michigan",26025,MI
2017,Michigan,South Central,Clinton,76.0,"Clinton County, Michigan",26037,MI
2017,Michigan,South Central,Eaton,59.9,"Eaton County, Michigan",26045,MI
2017,Michigan,Southeast,Genesee,63.1,"Genesee County, Michigan",26049,MI
2017,Michigan,Central,Gratiot,77.3,"Gratiot County, Michigan",26057,MI
2017,Michigan,South Central,Hillsdale,86.9,"Hillsdale County, Michigan",26059,MI
2017,Michigan,East Central,Huron,99.9,"Huron County, Michigan",26063,MI
2017,Michigan,South Central,Ingham,72.8,"Ingham County, Michigan",26065,MI
2017,Michigan,South Central,Ionia,79.2,"Ionia County, Michigan",26067,MI
2017,Michigan,Central,Isabella,73.7,"Isabella County, Michigan",26073,MI
2017,Michigan,South Central,Jackson,75.8,"Jackson County, Michigan",26075,MI
2017,Michigan,Southwest,Kent,66.1,"Kent County, Michigan",26081,MI
2017,Michigan,Southeast,Lapeer,71.6,"Lapeer County, Michigan",26087,MI
2017,Michigan,Southeast,Lenawee,83.8,"Lenawee County, Michigan",26091,MI
2017,Michigan,Southeast,Livingston,68.9,"Livingston County, Michigan",26093,MI
2017,Michigan,Southeast,Macomb,76.8,"Macomb County, Michigan",26099,MI
2017,Michigan,West Central,Mason,57.1,"Mason County, Michigan",26105,MI
2017,Michigan,Southeast,Monroe,77.7,"Monroe County, Michigan",26115,MI
2017,Michigan,East Central,Saginaw,75.5,"Saginaw County, Michigan",26145,MI
2017,Michigan,East Central,Sanilac,91.7,"Sanilac County, Michigan",26151,MI
2017,Michigan,South Central,Shiawassee,63.6,"Shiawassee County, Michigan",26155,MI
2017,Michigan,Southeast,St Clair,74.2,"St Clair County, Michigan",26147,MI
2017,Michigan,East Central,Tuscola,88.2,"Tuscola County, Michigan",26157,MI
2017,Michigan,Southeast,Washtenaw,78.7,"Washtenaw County, Michigan",26161,MI
2016,Michigan,East Central,Arenac,86.5,"Arenac County, Michigan",26011,MI
2016,Michigan,East Central,Bay,81.9,"Bay County, Michigan",26017,MI
2016,Michigan,South Central,Calhoun,69.6,"Calhoun County, Michigan",26025,MI
2016,Michigan,South Central,Clinton,94.4,"Clinton County, Michigan",26037,MI
2016,Michigan,South Central,Eaton,86.3,"Eaton County, Michigan",26045,MI
2016,Michigan,Southeast,Genesee,79.2,"Genesee County, Michigan",26049,MI
2016,Michigan,Central,Gratiot,84.7,"Gratiot County, Michigan",26057,MI
2016,Michigan,South Central,Hillsdale,89.6,"Hillsdale County, Michigan",26059,MI
2016,Michigan,East Central,Huron,109.7,"Huron County, Michigan",26063,MI
2016,Michigan,South Central,Ingham,93.8,"Ingham County, Michigan",26065,MI
2016,Michigan,South Central,Ionia,99.6,"Ionia County, Michigan",26067,MI
2016,Michigan,Central,Isabella,75.3,"Isabella County, Michigan",26073,MI
2016,Michigan,South Central,Jackson,86.5,"Jackson County, Michigan",26075,MI
2016,Michigan,Southwest,Kent,80.7,"Kent County, Michigan",26081,MI
2016,Michigan,Southeast,Lapeer,89.0,"Lapeer County, Michigan",26087,MI
2016,Michigan,Southeast,Lenawee,98.0,"Lenawee County, Michigan",26091,MI
2016,Michigan,Southeast,Livingston,78.2,"Livingston County, Michigan",26093,MI
2016,Michigan,Southeast,Macomb,76.6,"Macomb County, Michigan",26099,MI
2016,Michigan,West Central,Mason,63.1,"Mason County, Michigan",26105,MI
2016,Michigan,Southeast,Monroe,84.2,"Monroe County, Michigan",26115,MI
2016,Michigan,East Central,Saginaw,94.2,"Saginaw County, Michigan",26145,MI
2016,Michigan,East Central,Sanilac,105.5,"Sanilac County, Michigan",26151,MI
2016,Michigan,South Central,Shiawassee,79.6,"Shiawassee County, Michigan",26155,MI
2016,Michigan,Southeast,St Clair,85.5,"St Clair County, Michigan",26147,MI
2016,Michigan,East Central,Tuscola,93.3,"Tuscola County, Michigan",26157,MI
2016,Michigan,Southeast,Washtenaw,84.7,"Washtenaw County, Michigan",26161,MI
2015,Michigan,East Central,Arenac,76.9,"Arenac County, Michigan",26011,MI
2015,Michigan,East Central,Bay,90.4,"Bay County, Michigan",26017,MI
2015,Michigan,South Central,Calhoun,64.4,"Calhoun County, Michigan",26025,MI
2015,Michigan,South Central,Clinton,89.3,"Clinton County, Michigan",26037,MI
2015,Michigan,South Central,Eaton,69.4,"Eaton County, Michigan",26045,MI
2015,Michigan,Southeast,Genesee,71.8,"Genesee County, Michigan",26049,MI
2015,Michigan,Central,Gratiot,86.6,"Gratiot County, Michigan",26057,MI
2015,Michigan,South Central,Hillsdale,73.2,"Hillsdale County, Michigan",26059,MI
2015,Michigan,East Central,Huron,104.5,"Huron County, Michigan",26063,MI
2015,Michigan,South Central,Ingham,84.9,"Ingham County, Michigan",26065,MI
2015,Michigan,South Central,Ionia,78.4,"Ionia County, Michigan",26067,MI
2015,Michigan,Central,Isabella,80.5,"Isabella County, Michigan",26073,MI
2015,Michigan,South Central,Jackson,68.1,"Jackson County, Michigan",26075,MI
2015,Michigan,Southwest,Kent,80.0,"Kent County, Michigan",26081,MI
2015,Michigan,Southeast,Lapeer,88.9,"Lapeer County, Michigan",26087,MI
2015,Michigan,Southeast,Lenawee,76.5,"Lenawee County, Michigan",26091,MI
2015,Michigan,Southeast,Livingston,67.7,"Livingston County, Michigan",26093,MI
2015,Michigan,Southeast,Macomb,69.7,"Macomb County, Michigan",26099,MI
2015,Michigan,West Central,Mason,60.8,"Mason County, Michigan",26105,MI
2015,Michigan,Southeast,Monroe,70.4,"Monroe County, Michigan",26115,MI
2015,Michigan,East Central,Saginaw,86.9,"Saginaw County, Michigan",26145,MI
2015,Michigan,East Central,Sanilac,89.9,"Sanilac County, Michigan",26151,MI
2015,Michigan,South Central,Shiawassee,76.3,"Shiawassee County, Michigan",26155,MI
2015,Michigan,Southeast,St Clair,76.3,"St Clair County, Michigan",26147,MI
2015,Michigan,East Central,Tuscola,85.5,"Tuscola County, Michigan",26157,MI
2015,Michigan,Southeast,Washtenaw,71.6,"Washtenaw County, Michigan",26161,MI
2014,Michigan,East Central,Arenac,73.1,"Arenac County, Michigan",26011,MI
2014,Michigan,East Central,Bay,74.6,"Bay County, Michigan",26017,MI
2014,Michigan,South Central,Calhoun,57.7,"Calhoun County, Michigan",26025,MI
2014,Michigan,South Central,Clinton,81.8,"Clinton County, Michigan",26037,MI
2014,Michigan,South Central,Eaton,77.6,"Eaton County, Michigan",26045,MI
2014,Michigan,Southeast,Genesee,62.0,"Genesee County, Michigan",26049,MI
2014,Michigan,Central,Gratiot,79.5,"Gratiot County, Michigan",26057,MI
2014,Michigan,South Central,Hillsdale,71.8,"Hillsdale County, Michigan",26059,MI
2014,Michigan,East Central,Huron,90.4,"Huron County, Michigan",26063,MI
2014,Michigan,South Central,Ingham,83.0,"Ingham County, Michigan",26065,MI
2014,Michigan,South Central,Ionia,77.9,"Ionia County, Michigan",26067,MI
2014,Michigan,Central,Isabella,70.8,"Isabella County, Michigan",26073,MI
2014,Michigan,South Central,Jackson,62.9,"Jackson County, Michigan",26075,MI
2014,Michigan,Southwest,Kent,68.3,"Kent County, Michigan",26081,MI
2014,Michigan,Southeast,Lapeer,62.1,"Lapeer County, Michigan",26087,MI
2014,Michigan,Southeast,Lenawee,84.8,"Lenawee County, Michigan",26091,MI
2014,Michigan,Southeast,Livingston,69.1,"Livingston County, Michigan",26093,MI
2014,Michigan,Southeast,Macomb,54.3,"Macomb County, Michigan",26099,MI
2014,Michigan,West Central,Mason,49.1,"Mason County, Michigan",26105,MI
2014,Michigan,Southeast,Monroe,78.2,"Monroe County, Michigan",26115,MI
2014,Michigan,East Central,Saginaw,74.9,"Saginaw County, Michigan",26145,MI
2014,Michigan,East Central,Sanilac,72.1,"Sanilac County, Michigan",26151,MI
2014,Michigan,South Central,Shiawassee,61.0,"Shiawassee County, Michigan",26155,MI
2014,Michigan,Southeast,St Clair,71.4,"St Clair County, Michigan",26147,MI
2014,Michigan,East Central,Tuscola,79.8,"Tuscola County, Michigan",26157,MI
2014,Michigan,Southeast,Washtenaw,78.6,"Washtenaw County, Michigan",26161,MI
2013,Michigan,East Central,Arenac,70.9,"Arenac County, Michigan",26011,MI
2013,Michigan,East Central,Bay,76.2,"Bay County, Michigan",26017,MI
2013,Michigan,South Central,Calhoun,59.4,"Calhoun County, Michigan",26025,MI
2013,Michigan,South Central,Clinton,82.6,"Clinton County, Michigan",26037,MI
2013,Michigan,South Central,Eaton,72.4,"Eaton County, Michigan",26045,MI
2013,Michigan,Southeast,Genesee,64.6,"Genesee County, Michigan",26049,MI
2013,Michigan,Central,Gratiot,77.7,"Gratiot County, Michigan",26057,MI
2013,Michigan,South Central,Hillsdale,73.9,"Hillsdale County, Michigan",26059,MI
2013,Michigan,East Central,Huron,92.7,"Huron County, Michigan",26063,MI
2013,Michigan,South Central,Ingham,83.9,"Ingham County, Michigan",26065,MI
2013,Michigan,South Central,Ionia,78.9,"Ionia County, Michigan",26067,MI
2013,Michigan,Central,Isabella,69.0,"Isabella County, Michigan",26073,MI
2013,Michigan,South Central,Jackson,64.0,"Jackson County, Michigan",26075,MI
2013,Michigan,Southwest,Kent,68.9,"Kent County, Michigan",26081,MI
2013,Michigan,Southeast,Lapeer,68.9,"Lapeer County, Michigan",26087,MI
2013,Michigan,Southeast,Lenawee,86.1,"Lenawee County, Michigan",26091,MI
2013,Michigan,Southeast,Livingston,55.7,"Livingston County, Michigan",26093,MI
2013,Michigan,Southeast,Macomb,70.7,"Macomb County, Michigan",26099,MI
2013,Michigan,West Central,Mason,64.3,"Mason County, Michigan",26105,MI
2013,Michigan,Southeast,Monroe,79.8,"Monroe County, Michigan",26115,MI
2013,Michigan,East Central,Saginaw,78.5,"Saginaw County, Michigan",26145,MI
2013,Michigan,East Central,Sanilac,77.4,"Sanilac County, Michigan",26151,MI
2013,Michigan,South Central,Shiawassee,70.2,"Shiawassee County, Michigan",26155,MI
2013,Michigan,Southeast,St Clair,73.8,"St Clair County, Michigan",26147,MI
2013,Michigan,East Central,Tuscola,82.8,"Tuscola County, Michigan",26157,MI
2013,Michigan,Southeast,Washtenaw,63.6,"Washtenaw County, Michigan",26161,MI
2012,Michigan,East Central,Arenac,75.6,"Arenac County, Michigan",26011,MI
2012,Michigan,East Central,Bay,80.9,"Bay County, Michigan",26017,MI
2012,Michigan,South Central,Calhoun,61.5,"Calhoun County, Michigan",26025,MI
2012,Michigan,South Central,Clinton,79.5,"Clinton County, Michigan",26037,MI
2012,Michigan,South Central,Eaton,75.2,"Eaton County, Michigan",26045,MI
2012,Michigan,Southeast,Genesee,66.2,"Genesee County, Michigan",26049,MI
2012,Michigan,Central,Gratiot,92.0,"Gratiot County, Michigan",26057,MI
2012,Michigan,South Central,Hillsdale,69.3,"Hillsdale County, Michigan",26059,MI
2012,Michigan,East Central,Huron,87.9,"Huron County, Michigan",26063,MI
2012,Michigan,South Central,Ingham,84.3,"Ingham County, Michigan",26065,MI
2012,Michigan,South Central,Ionia,75.2,"Ionia County, Michigan",26067,MI
2012,Michigan,Central,Isabella,77.5,"Isabella County, Michigan",26073,MI
2012,Michigan,South Central,Jackson,63.2,"Jackson County, Michigan",26075,MI
2012,Michigan,Southwest,Kent,79.4,"Kent County, Michigan",26081,MI
2012,Michigan,Southeast,Lapeer,73.8,"Lapeer County, Michigan",26087,MI
2012,Michigan,Southeast,Lenawee,70.9,"Lenawee County, Michigan",26091,MI
2012,Michigan,Southeast,Livingston,65.2,"Livingston County, Michigan",26093,MI
2012,Michigan,Southeast,Macomb,61.1,"Macomb County, Michigan",26099,MI
2012,Michigan,West Central,Mason,64.6,"Mason County, Michigan",26105,MI
2012,Michigan,Southeast,Monroe,79.3,"Monroe County, Michigan",26115,MI
2012,Michigan,East Central,Saginaw,81.8,"Saginaw County, Michigan",26145,MI
2012,Michigan,East Central,Sanilac,81.7,"Sanilac County, Michigan",26151,MI
2012,Michigan,South Central,Shiawassee,72.0,"Shiawassee County, Michigan",26155,MI
2012,Michigan,Southeast,St Clair,66.3,"St Clair County, Michigan",26147,MI
2012,Michigan,East Central,Tuscola,84.4,"Tuscola County, Michigan",26157,MI
2012,Michigan,Southeast,Washtenaw,67.5,"Washtenaw County, Michigan",26161,MI
2011,Michigan,East Central,Arenac,76.6,"Arenac County, Michigan",26011,MI
2011,Michigan,East Central,Bay,85.1,"Bay County, Michigan",26017,MI
2011,Michigan,South Central,Calhoun,66.0,"Calhoun County, Michigan",26025,MI
2011,Michigan,South Central,Clinton,80.5,"Clinton County, Michigan",26037,MI
2011,Michigan,South Central,Eaton,75.9,"Eaton County, Michigan",26045,MI
2011,Michigan,Southeast,Genesee,59.6,"Genesee County, Michigan",26049,MI
2011,Michigan,Central,Gratiot,74.6,"Gratiot County, Michigan",26057,MI
2011,Michigan,South Central,Hillsdale,65.9,"Hillsdale County, Michigan",26059,MI
2011,Michigan,East Central,Huron,90.8,"Huron County, Michigan",26063,MI
2011,Michigan,South Central,Ingham,79.6,"Ingham County, Michigan",26065,MI
2011,Michigan,South Central,Ionia,76.8,"Ionia County, Michigan",26067,MI
2011,Michigan,Central,Isabella,80.4,"Isabella County, Michigan",26073,MI
2011,Michigan,South Central,Jackson,65.6,"Jackson County, Michigan",26075,MI
2011,Michigan,Southwest,Kent,67.1,"Kent County, Michigan",26081,MI
2011,Michigan,Southeast,Lapeer,68.1,"Lapeer County, Michigan",26087,MI
2011,Michigan,Southeast,Lenawee,75.2,"Lenawee County, Michigan",26091,MI
2011,Michigan,Southeast,Livingston,64.2,"Livingston County, Michigan",26093,MI
2011,Michigan,Southeast,Macomb,50.0,"Macomb County, Michigan",26099,MI
2011,Michigan,West Central,Mason,62.3,"Mason County, Michigan",26105,MI
2011,Michigan,Southeast,Monroe,72.6,"Monroe County, Michigan",26115,MI
